sample_id_a,label_a,sample_id_b,label_b,same_label,cosine_distance,cosine_similarity
6830f9ceb59a485681c6f5392493edc9,4,b76d11f40521489ca4d2bf47804d81d1,4,True,0.008182883262634277,0.9918171167373657
fc718cf942854cd8a9610e53db675162,3,b7d15ab9ae8e4f868b970eeb87ee53c3,3,True,0.00868445634841919,0.9913155436515808
50dc00edc234406fa3116b9e5ed8a835,3,80d42ccc99924175830bcba8b65a8388,3,True,0.009061455726623535,0.9909385442733765
f87b5f7528594ac88ac2474f07417fb2,3,5722230499834dcfada5979f1d2d8bc8,3,True,0.009464144706726074,0.9905358552932739
2c944ea2e1d54c7283ff87c36a9793aa,3,c878a2fbcfa24c3b901bf26f88992432,3,True,0.009548544883728027,0.990451455116272
82ab695aa64b448c87cb75e77c4491e3,3,6f93d14d25184c4a9cf4462efb751e9f,3,True,0.009760499000549316,0.9902395009994507
d949adf90ff74e489e1333f7fe351a8a,3,bf6577253b11410ca71d0363cb6e4078,3,True,0.010131239891052246,0.9898687601089478
268518b1fadd470da7ace6369194efee,3,5165ef5d9b4c441e8b4a9fd1616f3bbb,3,True,0.01048898696899414,0.9895110130310059
10f990e60e1c493bb4037ee509be0fd0,3,d72e9ce8f05a40b894ea89f693df9d9c,3,True,0.010540306568145752,0.9894596934318542
456e657a4f7848ec84d9ff7402421924,3,10f990e60e1c493bb4037ee509be0fd0,3,True,0.010696828365325928,0.9893031716346741
005c8ca282ba4f16b10b5322b0af2989,3,cd3981aace0942048e1470eedc335fe0,3,True,0.010951638221740723,0.9890483617782593
d2c6e0aae9c24020bf66fdca5600c3bd,3,8c4f7c33238d42ea9388b399d690a537,3,True,0.01101529598236084,0.9889847040176392
008887b21db0436eb5e2d4ef974198f1,3,e11b7463f8c84e758f79fd64d56c3bc7,3,True,0.011219143867492676,0.9887808561325073
20dc8a8f347b4696a403a0efdfd354ef,3,c878a2fbcfa24c3b901bf26f88992432,3,True,0.011284112930297852,0.9887158870697021
0c96c0fa1ab14cf6a0d091467457e2a1,3,bd69bf86cde640cb9f65e8bcb9508394,3,True,0.011355996131896973,0.988644003868103
1863f105b78a44ad8fdbf7237660c664,3,0433ed536ca14499aa7ba2fa3c63425f,3,True,0.011409878730773926,0.9885901212692261
70f9bb6401334776bcb246f87e8d5585,3,fd5b0e3e19d146a1bc9c7cb770972123,3,True,0.011447489261627197,0.9885525107383728
20dc8a8f347b4696a403a0efdfd354ef,3,4d72dda6ce79403abd3642c8e1259640,3,True,0.011725664138793945,0.988274335861206
a7794a90a21f4e078dff9cd5e60e6a19,3,67c704cc86a54d54b1542f192a02bce4,3,True,0.011804163455963135,0.9881958365440369
8c7e88d40ea348b088858475387ce3d3,3,8371fa9f7e5a461e9a7b0fb731d332e2,3,True,0.011896491050720215,0.9881035089492798
2c944ea2e1d54c7283ff87c36a9793aa,3,aa6bd5cb14054905b531c98c42d864a9,3,True,0.011913955211639404,0.9880860447883606
88e6547fe5e342cfaffcf14cb61d8195,3,5419b5659e2a454f9ab27230e08d9b3c,3,True,0.012327790260314941,0.9876722097396851
7aaa79a0888f401fbeb930a9f6d6b308,3,6f734115a3fd483aa9d96ff86b239655,3,True,0.012410879135131836,0.9875891208648682
fc2b48b77d224b6d9a4c8401a1299343,3,80d42ccc99924175830bcba8b65a8388,3,True,0.012516021728515625,0.9874839782714844
